"gender","event","medal","athlete","abb","year"
"Women","25 m Backstroke L1","Silver","OSTERSTROM Anne-Lie","SWE",1988
"Women","25 m Backstroke L1","Bronze","PAIROUX Genevieve","FRA",1988
"Women","50 m Backstroke C6","Gold","BINET Helene","FRA",1988
"Women","50 m Backstroke C6","Silver","YAXLEY Sandra","AUS",1988
"Women","50 m Backstroke C6","Bronze","SLOAN Stephanie","USA",1988
"Women","50 m Backstroke L2","Gold","NIKKILA Ritva","FIN",1988
"Women","50 m Backstroke L2","Silver","JOHANSSON Marita","SWE",1988
"Women","50 m Backstroke L2","Bronze","STEWART Nancy","USA",1988
"Women","50 m Backstroke 2","Gold","GETTINGER Cynthia","USA",1988
"Women","50 m Backstroke 2","Silver","SMITH Judith","USA",1988
"Women","50 m Backstroke 2","Bronze","LILLECRAPP Lynette","AUS",1988
"Women","100 m Backstroke A2","Gold","NANNENBERG Jacqueline","NED",1988
"Women","100 m Backstroke A2","Silver","KARLSSON Cecilia","SWE",1988
"Women","100 m Backstroke A2","Bronze","SNORRADOTTIR Lilja","ISL",1988
"Women","100 m Backstroke A4","Gold","BARR Dianne","GBR",1988
"Women","100 m Backstroke A4","Silver","MUCZ Joanne","CAN",1988
"Women","100 m Backstroke A4","Bronze","KNOX Susan","AUS",1988
"Women","100 m Backstroke A8","Gold","YOUNG Judith","AUS",1988
"Women","100 m Backstroke A8","Silver","ROUND Joanne","GBR",1988
"Women","100 m Backstroke A8","Bronze","PEDERSEN Jeanette","DEN",1988
"Women","100 m Backstroke B1","Gold","WEICKER Yvette","CAN",1988
"Women","100 m Backstroke B1","Silver","BURTON Janice","GBR",1988
"Women","100 m Backstroke B1","Bronze","KUKKONEN Eeva Riitta","FIN",1988
"Women","100 m Backstroke B2","Gold","ZORN Trischa","USA",1988
"Women","100 m Backstroke B2","Silver","TOLONEN Paivi","FIN",1988
"Women","100 m Backstroke B2","Bronze","MCDOWELL Angela","GBR",1988
"Women","100 m Backstroke B3","Gold","BRANDEWIE Debra","USA",1988
"Women","100 m Backstroke B3","Silver","TJERNBERG Gabriella","SWE",1988
"Women","100 m Backstroke B3","Bronze","ARNOLD Michelle","CAN",1988
"Women","100 m Backstroke C3","Gold","NAESS Christina","FRO",1988
"Women","100 m Backstroke C3","Silver","HUGGETT Catherine","AUS",1988
"Women","100 m Backstroke C3","Bronze","TROTMAN Anne","GBR",1988
"Women","100 m Backstroke C4","Gold","STIDEVER Jane","GBR",1988
"Women","100 m Backstroke C4","Silver","BARKER Tammy","CAN",1988
"Women","100 m Backstroke C4","Bronze","LUMINEAU Yvonne","FRA",1988
"Women","100 m Backstroke C8","Gold","AARTS Marga","NED",1988
"Women","100 m Backstroke C8","Silver","GOODRICH Judy","CAN",1988
"Women","100 m Backstroke C8","Bronze","JOHANSEN Katrin","FRO",1988
"Women","100 m Backstroke L4","Gold","SIEGERS Britta","FRG",1988
"Women","100 m Backstroke L4","Silver","ESLING Jeanette","GBR",1988
"Women","100 m Backstroke L4","Bronze","BERGER SETHER Maj","NOR",1988
"Women","100 m Backstroke L6","Gold","HENGST Claudia","FRG",1988
"Women","100 m Backstroke L6","Silver","VERMEULEN Sjerstin","NED",1988
"Women","100 m Backstroke L6","Bronze","YOUNG Thelma","GBR",1988
"Women","100 m Backstroke 4","Gold","GULL Beverley","GBR",1988
"Women","100 m Backstroke 4","Silver","ADAMS Arden","USA",1988
"Women","100 m Backstroke 4","Bronze","LIEBETRAU Lena","USA",1988
"Women","100 m Backstroke 5","Gold","PEIRO Ana","ESP",1988
"Women","100 m Backstroke 5","Silver","EROLES Esther","ESP",1988
"Women","100 m Backstroke 5","Bronze","ADAMIK Malgozata","POL",1988
"Women","100 m Backstroke 6","Gold","JAVALOYA Pilar","ESP",1988
"Women","100 m Backstroke 6","Silver","CLARKE Nancy","USA",1988
"Women","100 m Backstroke 6","Bronze","KOPP Heidi","FRG",1988
"Women","25 m Breaststroke L1","Gold","PAIROUX Genevieve","FRA",1988
"Women","25 m Breaststroke L1","Silver","HAUGSTED Manja","DEN",1988
"Women","25 m Breaststroke L1","Bronze","FLOOD Tara","GBR",1988
"Women","50 m Breaststroke B1","Gold","TJERNBERG Magdalena","SWE",1988
"Women","50 m Breaststroke B1","Silver","BYLES Louise","GBR",1988
"Women","50 m Breaststroke B1","Bronze","WEICKER Yvette","CAN",1988
"Women","50 m Breaststroke B2","Gold","ZORN Trischa","USA",1988
"Women","50 m Breaststroke B2","Silver","CHIPOVALOVA Tatiana","URS",1988
"Women","50 m Breaststroke B2","Bronze","VAN PUYVELDE Carine","BEL",1988
"Women","50 m Breaststroke B3","Gold","TJERNBERG Gabriella","SWE",1988
"Women","50 m Breaststroke B3","Silver","MAYWOOD Mandy","AUS",1988
"Women","50 m Breaststroke B3","Bronze","BRANDEWIE Debra","USA",1988
"Women","50 m Breaststroke L2","Gold","FREIJ Marie-Louise","SWE",1988
"Women","50 m Breaststroke L2","Silver","DANBERG Pamela","USA",1988
"Women","50 m Breaststroke L2","Bronze","ANDERSEN Anne-Dorte","DEN",1988
"Women","50 m Breaststroke 2","Gold","GETTINGER Cynthia","USA",1988
"Women","50 m Breaststroke 2","Silver","LILLECRAPP Lynette","AUS",1988
"Women","50 m Breaststroke 2","Bronze","LAGRANGE Karen","USA",1988
"Women","100 m Breaststroke A2","Gold","KARLSSON Cecilia","SWE",1988
"Women","100 m Breaststroke A2","Silver","WILSON Jan","USA",1988
"Women","100 m Breaststroke A2","Bronze","ZOR Semadar","ISR",1988
"Women","100 m Breaststroke A8","Gold","BROKHOLC Kristina","SWE",1988
"Women","100 m Breaststroke A8","Silver","YOUNG Judith","AUS",1988
"Women","100 m Breaststroke A8","Bronze","DURANCEAU Isabelle","FRA",1988
"Women","100 m Breaststroke B1","Gold","TJERNBERG Magdalena","SWE",1988
"Women","100 m Breaststroke B1","Silver","BYLES Louise","GBR",1988
"Women","100 m Breaststroke B1","Bronze","WEICKER Yvette","CAN",1988
"Women","100 m Breaststroke B2","Gold","ZORN Trischa","USA",1988
"Women","100 m Breaststroke B2","Silver","VAN PUYVELDE Carine","BEL",1988
"Women","100 m Breaststroke B2","Bronze","CHIPOVALOVA Tatiana","URS",1988
"Women","100 m Breaststroke B3","Gold","TJERNBERG Gabriella","SWE",1988
"Women","100 m Breaststroke B3","Silver","BRANDEWIE Debra","USA",1988
"Women","100 m Breaststroke B3","Bronze","MAYWOOD Mandy","AUS",1988
"Women","100 m Breaststroke C4","Gold","SISSO Miri","ISR",1988
"Women","100 m Breaststroke C4","Silver","STIDEVER Jane","GBR",1988
"Women","100 m Breaststroke C4","Bronze","CORDERY Janette","NZL",1988
"Women","100 m Breaststroke L5","Gold","TRAMUNS Laura","ESP",1988
"Women","100 m Breaststroke L5","Silver","RANTANEN Miia","FIN",1988
"Women","100 m Breaststroke L5","Bronze","SAUTER Esthel","SUI",1988
"Women","100 m Breaststroke L6","Gold","HENGST Claudia","FRG",1988
"Women","100 m Breaststroke L6","Silver","VERMEULEN Sjerstin","NED",1988
"Women","100 m Breaststroke L6","Bronze","YOUNG Thelma","GBR",1988
"Women","100 m Breaststroke 5","Gold","ADAMIK Malgozata","POL",1988
"Women","100 m Breaststroke 5","Silver","EROLES Esther","ESP",1988
"Women","100 m Breaststroke 5","Bronze","HAGMAN Lena-Marie","SWE",1988
"Women","100 m Breaststroke 6","Gold","KOPP Heidi","FRG",1988
"Women","100 m Breaststroke 6","Silver","GRECO Beatriz","ARG",1988
"Women","100 m Breaststroke 6","Bronze","MOREIRA ALVES Graciana","BRA",1988
"Women","200 m Breaststroke B1","Gold","TJERNBERG Magdalena","SWE",1988
"Women","200 m Breaststroke B1","Silver","BYLES Louise","GBR",1988
"Women","200 m Breaststroke B1","Bronze","BOCCACCIO Tamara","CAN",1988
"Women","200 m Breaststroke B2","Gold","ZORN Trischa","USA",1988
"Women","200 m Breaststroke B2","Silver","VAN PUYVELDE Carine","BEL",1988
"Women","200 m Breaststroke B2","Bronze","CHIPOVALOVA Tatiana","URS",1988
"Women","200 m Breaststroke B3","Gold","TJERNBERG Gabriella","SWE",1988
"Women","200 m Breaststroke B3","Silver","BRANDEWIE Debra","USA",1988
"Women","200 m Breaststroke B3","Bronze","MAYWOOD Mandy","AUS",1988
"Women","25 m Butterfly 2","Gold","GETTINGER Cynthia","USA",1988
"Women","25 m Butterfly 2","Silver","LAGRANGE Karen","USA",1988
"Women","25 m Butterfly 2","Bronze","LILLECRAPP Lynette","AUS",1988
"Women","100 m Butterfly A2","Gold","ZOR Semadar","ISR",1988
"Women","100 m Butterfly A2","Silver","WILSON Jan","USA",1988
"Women","100 m Butterfly A2","Bronze","NANNENBERG Jacqueline","NED",1988
"Women","100 m Butterfly A8","Gold","HEDE Charlotte","DEN",1988
"Women","100 m Butterfly A8","Silver","ROUND Joanne","GBR",1988
"Women","100 m Butterfly A8","Bronze","DURANCEAU Isabelle","FRA",1988
"Women","100 m Butterfly B1","Gold","KUKKONEN Eeva Riitta","FIN",1988
"Women","100 m Butterfly B1","Silver","TJERNBERG Magdalena","SWE",1988
"Women","100 m Butterfly B1","Bronze","BURTON Janice","GBR",1988
"Women","100 m Butterfly B2","Gold","ZORN Trischa","USA",1988
"Women","100 m Butterfly B2","Silver","MCDOWELL Angela","GBR",1988
"Women","100 m Butterfly B2","Bronze","ANDERSSON Eva","SWE",1988
"Women","100 m Butterfly L6","Gold","HENGST Claudia","FRG",1988
"Women","100 m Butterfly L6","Silver","YOUNG Judith","AUS",1988
"Women","100 m Butterfly L6","Bronze","VID KELDU Tora","FRO",1988
"Women","100 m Butterfly 6","Gold","JAVALOYA Pilar","ESP",1988
"Women","100 m Butterfly 6","Silver","MATOS Maria Jussara","BRA",1988
"Women","100 m Butterfly 6","Bronze","MOREIRA ALVES Graciana","BRA",1988
"Women","200 m Individual Medley A2","Gold","SNORRADOTTIR Lilja","ISL",1988
"Women","200 m Individual Medley A2","Silver","NANNENBERG Jacqueline","NED",1988
"Women","200 m Individual Medley A2","Bronze","WILSON Jan","USA",1988
"Women","200 m Individual Medley A8","Gold","HEDE Charlotte","DEN",1988
"Women","200 m Individual Medley A8","Silver","ROUND Joanne","GBR",1988
"Women","200 m Individual Medley A8","Bronze","DURANCEAU Isabelle","FRA",1988
"Women","200 m Individual Medley B1","Gold","TJERNBERG Magdalena","SWE",1988
"Women","200 m Individual Medley B1","Silver","BURTON Janice","GBR",1988
"Women","200 m Individual Medley B1","Bronze","WEICKER Yvette","CAN",1988
"Women","200 m Individual Medley B2","Gold","ZORN Trischa","USA",1988
"Women","200 m Individual Medley B2","Silver","TOLONEN Paivi","FIN",1988
"Women","200 m Individual Medley B2","Bronze","MCDOWELL Angela","GBR",1988
"Women","200 m Individual Medley B3","Gold","BRANDEWIE Debra","USA",1988
"Women","200 m Individual Medley B3","Silver","TJERNBERG Gabriella","SWE",1988
"Women","200 m Individual Medley B3","Bronze","ARNOLD Michelle","CAN",1988
"Women","200 m Individual Medley L6","Gold","HENGST Claudia","FRG",1988
"Women","200 m Individual Medley L6","Silver","YOUNG Judith","AUS",1988
"Women","200 m Individual Medley L6","Bronze","VERMEULEN Sjerstin","NED",1988
"Women","200 m Individual Medley 6","Gold","KOPP Heidi","FRG",1988
"Women","200 m Individual Medley 6","Silver","CLARKE Nancy","USA",1988
"Women","200 m Individual Medley 6","Bronze","GRECO Beatriz","ARG",1988
"Women","400 m Individual Medley B2","Gold","ZORN Trischa","USA",1988
"Women","400 m Individual Medley B2","Silver","MCDOWELL Angela","GBR",1988
"Women","400 m Individual Medley B2","Bronze","CHIPOVALOVA Tatiana","URS",1988
"Women","400 m Individual Medley B3","Gold","BRANDEWIE Debra","USA",1988
"Women","400 m Individual Medley B3","Silver","TJERNBERG Gabriella","SWE",1988
"Women","400 m Individual Medley B3","Bronze","ARNOLD Michelle","CAN",1988
"Men","4x50 m Freestyle Relay A1-A8","Gold","","FRA",1988
"Men","4x50 m Freestyle Relay A1-A8","Silver","","AUS",1988
"Men","4x50 m Freestyle Relay A1-A8","Bronze","MORETON David","GBR",1988
"Men","4x50 m Freestyle Relay A1-A8","Bronze","WOODS Marc","GBR",1988
"Men","4x50 m Freestyle Relay A1-A8","Bronze","ALDOUS Peter","GBR",1988
"Men","4x50 m Freestyle Relay A1-A8","Bronze","WILLIAMS Mark","GBR",1988
"Men","4x100 m Freestyle Relay B1-B3","Gold","","CAN",1988
"Men","4x100 m Freestyle Relay B1-B3","Silver","","URS",1988
"Men","4x100 m Freestyle Relay B1-B3","Bronze","","USA",1988
"Men","4x100 m Freestyle Relay A-L","Gold","MORETON David","GBR",1988
"Men","4x100 m Freestyle Relay A-L","Gold","NOBLE Paul","GBR",1988
"Men","4x100 m Freestyle Relay A-L","Gold","WOODS Marc","GBR",1988
"Men","4x100 m Freestyle Relay A-L","Gold","ALDOUS Peter","GBR",1988
"Men","4x100 m Freestyle Relay A-L","Silver","","NED",1988
"Men","4x100 m Freestyle Relay A-L","Bronze","","FRA",1988
"Men","4x50 m Medley Relay A1-A8","Gold","","FRA",1988
"Men","4x50 m Medley Relay A1-A8","Silver","MORETON David","GBR",1988
"Men","4x50 m Medley Relay A1-A8","Silver","WOODS Marc","GBR",1988
"Men","4x50 m Medley Relay A1-A8","Silver","ALDOUS Peter","GBR",1988
"Men","4x50 m Medley Relay A1-A8","Silver","WILLIAMS Mark","GBR",1988
"Men","4x50 m Medley Relay A1-A8","Bronze","","NED",1988
"Men","4x100 m Medley Relay B1-B3","Gold","","CAN",1988
"Men","4x100 m Medley Relay B1-B3","Silver","","URS",1988
"Men","4x100 m Medley Relay B1-B3","Bronze","","ESP",1988
"Men","4x100 m Medley Relay A-L","Gold","MORETON David","GBR",1988
"Men","4x100 m Medley Relay A-L","Gold","NOBLE Paul","GBR",1988
"Men","4x100 m Medley Relay A-L","Gold","WOODS Marc","GBR",1988
"Men","4x100 m Medley Relay A-L","Gold","ALDOUS Peter","GBR",1988
"Men","4x100 m Medley Relay A-L","Silver","","SWE",1988
"Men","4x100 m Medley Relay A-L","Bronze","","NED",1988
"Men","4x100 m Medley Relay T/P open","Gold","","ESP",1988
"Men","4x100 m Medley Relay T/P open","Silver","","FRA",1988
"Men","4x100 m Medley Relay T/P open","Bronze","","ISR",1988
"Women","4x100 m Freestyle Relay B1-B3","Gold","","USA",1988
"Women","4x100 m Freestyle Relay B1-B3","Silver","","SWE",1988
"Women","4x100 m Freestyle Relay B1-B3","Bronze","","GBR",1988
"Women","4x100 m Freestyle Relay A-L","Gold","BARR Dianne","GBR",1988
"Women","4x100 m Freestyle Relay A-L","Gold","ROUND Joanne","GBR",1988
"Women","4x100 m Freestyle Relay A-L","Gold","WALTERS Linda","GBR",1988
"Women","4x100 m Freestyle Relay A-L","Gold","YOUNG Thelma","GBR",1988
"Women","4x100 m Freestyle Relay A-L","Silver","","AUS",1988
"Women","4x100 m Freestyle Relay A-L","Bronze","BARLUND Gritt","DEN",1988
"Women","4x100 m Freestyle Relay A-L","Bronze","GADEBERG Dorthe","DEN",1988
"Women","4x100 m Freestyle Relay A-L","Bronze","HEDE Charlotte","DEN",1988
"Women","4x100 m Freestyle Relay A-L","Bronze","PEDERSEN Jeanette","DEN",1988
"Women","4x100 m Medley Relay B1-B3","Gold","","USA",1988
"Women","4x100 m Medley Relay B1-B3","Silver","","SWE",1988
"Women","4x100 m Medley Relay B1-B3","Bronze","","CAN",1988
"Women","4x100 m Medley Relay A-L","Gold","BARR Dianne","GBR",1988
"Women","4x100 m Medley Relay A-L","Gold","ROUND Joanne","GBR",1988
"Women","4x100 m Medley Relay A-L","Gold","WALTERS Linda","GBR",1988
"Women","4x100 m Medley Relay A-L","Gold","YOUNG Thelma","GBR",1988
"Women","4x100 m Medley Relay A-L","Silver","BARLUND Gritt","DEN",1988
"Women","4x100 m Medley Relay A-L","Silver","GADEBERG Dorthe","DEN",1988
"Women","4x100 m Medley Relay A-L","Silver","HEDE Charlotte","DEN",1988
"Women","4x100 m Medley Relay A-L","Silver","PEDERSEN Jeanette","DEN",1988
"Women","4x100 m Medley Relay A-L","Bronze","","FRA",1988
"Men","50 m Freestyle S2","Gold","HULL Peter","GBR",1992
"Men","50 m Freestyle S2","Silver","ANDERSON James","GBR",1992
"Men","50 m Freestyle S2","Bronze","MCGREGOR Alan","GBR",1992
"Men","50 m Freestyle S3","Gold","FLAMENGO Jean-Louis","FRA",1992
"Men","50 m Freestyle S3","Silver","PASCUAL Jordi","ESP",1992
"Men","50 m Freestyle S3","Bronze","HUNTER Tommy","GBR",1992
"Men","50 m Freestyle S4","Gold","BELLOT Pierre","FRA",1992
"Men","50 m Freestyle S4","Silver","VIENS Gene","USA",1992
"Men","50 m Freestyle S4","Bronze","MUNOZ Pau Marc","ESP",1992
"Men","50 m Freestyle S5","Gold","MCQUEEN William","GBR",1992
"Men","50 m Freestyle S5","Silver","SLECZKA Krzysztof","POL",1992
"Men","50 m Freestyle S5","Bronze","PINARD Pascal","FRA",1992
"Men","50 m Freestyle S6","Gold","LUND Peter","DEN",1992
"Men","50 m Freestyle S6","Silver","IGLESIAS Jesus","ESP",1992
"Men","50 m Freestyle S6","Bronze","SULLIVAN Kevin","USA",1992
"Men","50 m Freestyle S7","Gold","BECSEY Janos","HUN",1992
"Men","50 m Freestyle S7","Silver","KUNZI Daniel","SUI",1992
"Men","50 m Freestyle S7","Bronze","ABD ELLATIF Omar","EGY",1992
"Men","50 m Freestyle S8","Gold","SIQVELAND Johan","NOR",1992
"Men","50 m Freestyle S8","Silver","TRONDSEN Erling","NOR",1992
"Men","50 m Freestyle S8","Bronze","KIMMIG Holger","GER",1992
"Men","50 m Freestyle S9","Gold","KELLER Donnie","USA",1992
"Men","50 m Freestyle S9","Silver","BUDIN Hanoch","ISR",1992
"Men","50 m Freestyle S9","Bronze","BURKETT Brendan","AUS",1992
"Men","50 m Freestyle S10","Gold","SAINI Gianluca","ITA",1992
"Men","50 m Freestyle S10","Silver","GARRIDO Ernesto","CUB",1992
"Men","50 m Freestyle S10","Bronze","HAHNENGRESS Jochen","GER",1992
"Men","50 m Freestyle B1","Gold","MORGAN John","USA",1992
"Men","50 m Freestyle B1","Silver","KAWAI Junichi","JPN",1992
"Men","50 m Freestyle B1","Bronze","COHEN Izhar","ISR",1992
"Men","50 m Freestyle B2","Gold","HOLMES Christopher","GBR",1992
"Men","50 m Freestyle B2","Silver","CORRAL Pablo","ESP",1992
"Men","50 m Freestyle B2","Bronze","NASMAN Fredrik","SWE",1992
"Men","50 m Freestyle B2","Bronze","BUGARIN Kingsley","AUS",1992
"Men","50 m Freestyle B3","Gold","CHESNOV Vladimir","EUN",1992
"Men","50 m Freestyle B3","Silver","PEDERSEN Noel","NOR",1992
"Men","50 m Freestyle B3","Bronze","BERTHELSEN Flemming","DEN",1992
"Men","100 m Freestyle S2","Gold","HULL Peter","GBR",1992
"Men","100 m Freestyle S2","Silver","ANDERSON James","GBR",1992
"Men","100 m Freestyle S2","Bronze","MCGREGOR Alan","GBR",1992
"Men","100 m Freestyle S3","Gold","FLAMENGO Jean-Louis","FRA",1992
"Men","100 m Freestyle S3","Silver","HUNTER Tommy","GBR",1992
"Men","100 m Freestyle S3","Bronze","PASCUAL Jordi","ESP",1992
"Men","100 m Freestyle S4","Gold","BELLOT Pierre","FRA",1992
"Men","100 m Freestyle S4","Silver","MUNOZ Pau Marc","ESP",1992
"Men","100 m Freestyle S4","Bronze","SANDVIK Stig Morten","NOR",1992
"Men","100 m Freestyle S5","Gold","PINARD Pascal","FRA",1992
"Men","100 m Freestyle S5","Silver","SLECZKA Krzysztof","POL",1992
"Men","100 m Freestyle S5","Bronze","VALORI Roberto","ITA",1992
"Men","100 m Freestyle S6","Gold","LUND Peter","DEN",1992
"Men","100 m Freestyle S6","Silver","SULLIVAN Kevin","USA",1992
"Men","100 m Freestyle S6","Bronze","IGLESIAS Jesus","ESP",1992
"Men","100 m Freestyle S7","Gold","BECSEY Janos","HUN",1992
"Men","100 m Freestyle S7","Silver","DELPY Frederic","FRA",1992
"Men","100 m Freestyle S7","Bronze","LINDMANN Eric","FRA",1992
"Men","100 m Freestyle S8","Gold","SIQVELAND Johan","NOR",1992
"Men","100 m Freestyle S8","Silver","TRONDSEN Erling","NOR",1992
"Men","100 m Freestyle S8","Bronze","KIMMIG Holger","GER",1992
"Men","100 m Freestyle S9","Gold","WOELK Holger","GER",1992
"Men","100 m Freestyle S9","Silver","KELLER Donnie","USA",1992
"Men","100 m Freestyle S9","Bronze","EIRIKSSON Olafur","ISL",1992
"Men","100 m Freestyle S10","Gold","SAINI Gianluca","ITA",1992
"Men","100 m Freestyle S10","Silver","DE GROOT Alwin","NED",1992
"Men","100 m Freestyle S10","Bronze","MORETON David","GBR",1992
"Men","100 m Freestyle B1","Gold","MORGAN John","USA",1992
"Men","100 m Freestyle B1","Silver","KAWAI Junichi","JPN",1992
"Men","100 m Freestyle B1","Bronze","KELLY Daniel","USA",1992
"Men","100 m Freestyle B2","Gold","HOLMES Christopher","GBR",1992
"Men","100 m Freestyle B2","Silver","CORRAL Pablo","ESP",1992
"Men","100 m Freestyle B2","Bronze","REDDISH Tim","GBR",1992
"Men","100 m Freestyle B3","Gold","CHESNOV Vladimir","EUN",1992
"Men","100 m Freestyle B3","Silver","BERTHELSEN Flemming","DEN",1992
"Men","100 m Freestyle B3","Bronze","PEDERSEN Noel","NOR",1992
"Men","200 m Freestyle S6","Gold","LUND Peter","DEN",1992
"Men","200 m Freestyle S6","Silver","GERVAN Jeremy","CAN",1992
"Men","200 m Freestyle S6","Bronze","IGLESIAS Jesus","ESP",1992
"Men","400 m Freestyle S7","Gold","LINDMANN Eric","FRA",1992
"Men","400 m Freestyle S7","Silver","DELPY Frederic","FRA",1992
"Men","400 m Freestyle S7","Bronze","ABD ELLATIF Omar","EGY",1992
"Men","400 m Freestyle S8","Gold","WENING Jason","USA",1992
"Men","400 m Freestyle S8","Silver","SIQVELAND Johan","NOR",1992
"Men","400 m Freestyle S8","Bronze","KIMMIG Holger","GER",1992
"Men","400 m Freestyle S9","Gold","EIRIKSSON Olafur","ISL",1992
"Men","400 m Freestyle S9","Silver","BJOERNSTAD Helge","NOR",1992
"Men","400 m Freestyle S9","Bronze","HALEY Andrew","CAN",1992
"Men","400 m Freestyle S10","Gold","MORETON David","GBR",1992
"Men","400 m Freestyle S10","Silver","NOBLE Paul","GBR",1992
"Men","400 m Freestyle S10","Bronze","DE GROOT Alwin","NED",1992
"Men","400 m Freestyle B1","Gold","MORGAN John","USA",1992
"Men","400 m Freestyle B1","Silver","KELLY Daniel","USA",1992
"Men","400 m Freestyle B1","Bronze","GUNNARSSON Birkir","ISL",1992
"Men","400 m Freestyle B2","Gold","HOLMES Christopher","GBR",1992
